iter	RMSE
738	3055.766569
739	3053.435211
740	3051.99785
741	3050.929767
742	3049.106514
743	3048.067921
744	3047.249222
745	3046.232591
746	3045.1746
747	3043.915742
748	3043.162803
749	3042.210451
750	3040.650875
751	3039.96398
752	3039.382173
753	3037.429805
754	3036.417547
755	3034.177975
756	3031.268085
757	3030.333792
758	3029.327912
759	3029.089058
760	3028.172325
761	3026.602721
762	3026.088928
763	3023.978698
764	3023.245366
765	3021.507189
766	3019.904913
767	3018.263237
768	3016.442085
769	3016.204004
770	3015.003344
771	3013.420991
772	3012.565024
773	3011.596647
774	3010.461637
775	3008.727295
776	3007.190423
777	3005.935723
778	3005.027537
779	3004.794246
780	3003.305032
781	3001.7579
782	3000.9672
783	2999.180547
784	2996.350323
785	2995.869155
786	2994.472755
787	2993.148396
788	2991.523801
789	2988.981218
790	2987.504179
791	2985.913097
792	2984.704393
793	2984.04907
794	2982.526134
795	2981.718195
796	2979.421731
797	2977.853134
798	2976.525862
799	2976.0279
800	2975.292724
801	2974.365102
802	2973.004942
803	2970.308773
804	2969.785532
805	2968.210298
806	2967.318977
807	2965.331969
808	2963.591885
809	2961.277314
810	2959.189031
811	2956.036739
812	2954.202862
813	2952.746042
814	2952.041456
815	2951.011478
816	2950.222138
817	2948.264643
818	2946.051157
819	2943.949156
820	2941.487977
821	2939.014504
822	2938.539254
823	2937.424635
824	2936.397874
825	2934.92839
826	2933.466973
827	2931.89
828	2931.188345
829	2930.760715
830	2928.623539
831	2927.792297
832	2927.043454
833	2925.845435
834	2925.056331
835	2923.731009
836	2921.905952
837	2921.373786
838	2920.567614
839	2919.28436
840	2918.627348
841	2917.038561
842	2916.237101
843	2914.100357
844	2913.303347
845	2912.37107
846	2911.412481
847	2909.10986
848	2907.829547
849	2905.990513
850	2904.509017
851	2903.241673
852	2902.631457
853	2900.45596
854	2899.25677
855	2898.73923
856	2897.923406
857	2895.773343
858	2895.550188
859	2895.335153
860	2894.76713
861	2893.797697
862	2893.221121
863	2892.437444
864	2891.543237
865	2890.943944
866	2890.158498
867	2889.84455
868	2888.259895
869	2888.052811
870	2886.535424
871	2885.318198
872	2884.554117
873	2882.853664
874	2882.062767
875	2880.852195
876	2880.254243
877	2879.082242
878	2876.094489
879	2874.803946
880	2873.690667
881	2871.642001
882	2869.597834
883	2867.945061
884	2867.19365
885	2866.99024
886	2866.791535
887	2866.00878
888	2865.264446
889	2864.71104
890	2862.802845
891	2861.763088
892	2861.027503
893	2859.524664
894	2859.319296
895	2858.822832
896	2857.562225
897	2856.386516
898	2855.64028
899	2854.592387
900	2853.788524
901	2852.963647
902	2852.515038
903	2850.354068
904	2849.482865
905	2848.083817
906	2847.395673
907	2844.579801
908	2843.002084
909	2842.240425
910	2841.506527
911	2841.326157
912	2840.612216
913	2839.647236
914	2838.046812
915	2836.98169
916	2836.420714
917	2833.877631
918	2831.93184
919	2831.366494
920	2830.589685
921	2829.947965
922	2829.131355
923	2828.404062
924	2826.941417
925	2826.156929
926	2825.664995
927	2824.089902
928	2822.956838
929	2822.543643
930	2822.113004
931	2821.01022
932	2819.040027
933	2818.126084
934	2815.21683
935	2814.069858
936	2812.434506
937	2811.778307
938	2811.127387
939	2809.896662
940	2809.719032
941	2809.117191
942	2807.793799
943	2806.274823
944	2805.383613
945	2803.709845
946	2801.571122
947	2799.481424
948	2798.75954
949	2797.091132
950	2796.917489
951	2795.192094
952	2794.078992
953	2792.600698
954	2792.427912
955	2791.519442
956	2789.531031
957	2788.980424
958	2788.252423
959	2787.569164
960	2785.962242
961	2783.401636
962	2782.728249
963	2780.816656
964	2780.294528
965	2779.753143
966	2776.867588
967	2775.749243
968	2773.955584
969	2772.665113
970	2771.999995
971	2771.81433
972	2771.21818
973	2770.642833
974	2769.563763
975	2768.8823
976	2768.700923
977	2768.019128
978	2765.724571
979	2765.324363
980	2764.31884
981	2763.166345
982	2762.584687
983	2760.864749
984	2760.404968
985	2759.712432
986	2759.158454
987	2758.638368
988	2757.428372
989	2756.429447
990	2755.963557
991	2755.230046
992	2754.378592
993	2753.918507
994	2752.832848
995	2751.773631
996	2750.838531
997	2748.402605
998	2747.678588
999	2747.504562
